baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G59885	20.3402220051039	-1.961912527326	0.578965783801834	-3.38865021425431	0.000702375457145069	0.013688229531182
AT1G60270	3019.39291686244	2.31069104379075	0.224472976945466	10.2938495102336	7.51120740627316e-25	5.77543565838712e-22
AT1G60750	175.622754575324	1.5972622060433	0.423132574239101	3.7748504919896	0.000160103657302133	0.00414115209009616
AT1G60960	2537.4782405335	1.08630744083769	0.159845463017783	6.79598544950153	1.0757463592809e-11	2.02192504595507e-09
AT1G61080	135.895493457189	1.67283629220011	0.497294234921541	3.36387630245509	0.000768559818382821	0.0146737673676792
AT1G62975	1833.26155410596	1.18263058207961	0.34446978994536	3.4331909984536	0.000596521718873693	0.0119842771929541
AT1G63245	193.121615089299	1.46195287582259	0.502323480684483	2.91038132207254	0.00360988032355026	0.0483107085072596
AT1G63320	30.9803850370557	-1.47533331974104	0.463811923733525	-3.18088700235458	0.00146824886340815	0.0243165521016097
AT1G63540	54.5797430818565	-1.68326233735668	0.480528346219981	-3.50294077466577	0.000460151763531719	0.00975429477682025
AT1G64070	427.157127962218	-1.67300963414715	0.17926847402549	-9.33242525347356	1.03475584911928e-20	6.10602207338435e-18
AT1G64160	1790.91531988771	-1.25439451502789	0.256119532462869	-4.89769172606837	9.69690038839212e-07	5.46775889900137e-05
AT1G64500	4346.28095083425	2.31202446958196	0.302924300874881	7.63235060014848	2.305115185301e-14	6.72298766802616e-12
AT1G65050	62.1108030055045	3.93829279239788	0.590877843443987	6.66515564273518	2.6438501857291e-11	4.65868434810349e-09
AT1G65060	1126.92272004251	3.04065480465895	0.196369304766868	15.4843691495921	4.423806371391e-54	1.60356661239536e-50
AT1G65630	18.485645464436	-2.2760606128064	0.626470755753886	-3.63314742452331	0.000279984939204356	0.00651895811735879
AT1G66330	11465.405706291	1.58007694295458	0.297649842087818	5.30850925997935	1.10525471270183e-07	8.32187925225405e-06
AT1G66380	210.476496761704	1.33762503986215	0.323030933516739	4.1408574259432	3.46009988016796e-05	0.00117362527769457
AT1G66390	5668.29635252801	2.80161422534622	0.351142428418998	7.97856937414358	1.48039075424436e-15	5.00845799975953e-13
AT1G66540	915.540371033037	2.21686414331287	0.34390445765288	6.44616286291485	1.14717388502004e-10	1.75124907597683e-08
AT1G66725	5431.87762589532	2.00287207945153	0.270307313022698	7.40961114612295	1.2667027670798e-13	3.31353773318381e-11
AT1G66840	3015.82902940347	1.87394733177044	0.348022725829815	5.38455449224548	7.26243002957331e-08	5.68755862871584e-06
AT1G67070	4276.16402626553	1.36930743660746	0.43367490048204	3.15745143443959	0.0015915474525081	0.025755054247411
AT1G67990	183.145649438005	-1.49091880732671	0.251378961419249	-5.93096096391361	3.01166814841377e-09	3.2938822240453e-07
AT1G68340	4881.73812225386	-1.10008586293614	0.280149411043566	-3.92678270797815	8.60896899464011e-05	0.00250509150538989
AT1G68500	211.232459652079	1.21087110515315	0.163645027478948	7.39937609964301	1.36825818541445e-13	3.54267175476594e-11
AT1G69470	89.3012994943372	1.70414397696023	0.414209126731993	4.11421155879762	3.88505010012717e-05	0.00129880449592394
AT1G69480	1681.01658965908	1.60278816051169	0.247245761053187	6.4825708383607	9.01727228824179e-11	1.42114451578787e-08
AT1G69940	30.7411703790351	-1.7593685390316	0.507754627005872	-3.46499755089627	0.000530236308051208	0.0109472872908799
AT1G70000	2357.92960508371	1.39258812962101	0.210518469835179	6.61504014688738	3.71450923036291e-11	6.41169776947133e-09
AT1G70260	80.5723247078161	1.41808476292019	0.443181904969771	3.19978037690171	0.0013753234455678	0.0230751275011867
AT1G72260	21.3280605161955	-2.34641816803744	0.597013366976653	-3.93026069067763	8.48538111766251e-05	0.00247765317007559
AT1G72490	1570.99817275331	1.15704737207527	0.251136980509092	4.60723613754439	4.08056514001728e-06	0.00018928749517879
AT1G73640	353.133825230701	1.00282348660987	0.258128361802493	3.88497985888579	0.000102338372139758	0.00287567425766801
AT1G73650	12496.4083652227	1.16922940928417	0.17916046450427	6.52615750087156	6.74783642292285e-11	1.09756154740541e-08
AT1G73870	90.9412243709435	1.59450866737628	0.367746383241873	4.33589218014837	1.45170093620303e-05	0.000569327041038882
AT1G73990	14956.8174925181	1.06084382053405	0.237909655169463	4.45901962145427	8.23353843859142e-06	0.000349360876824112
AT1G75620	155.089600598172	1.00547280076205	0.284609298605609	3.53281781617177	0.00041115570112661	0.00895507704754214
AT1G75770	264.047451613351	1.14817590755248	0.354298242135903	3.24070449977582	0.00119234714237721	0.0207367744109667
AT1G76570	3443.24650789933	1.78680434819052	0.33888832507752	5.27254619285511	1.34543958316461e-07	9.78200114132343e-06
AT1G76965	1830.67077692802	-1.26014754983353	0.350557530126114	-3.59469542525641	0.000324771289771861	0.00739080422122978
AT1G09777	39.5140219063113	1.33670227404365	0.460817593780439	2.90071883557582	0.00372307773104735	0.0495382141308839
AT1G78340	388.253898927024	1.60046886968755	0.48395768076298	3.30704301905972	0.000942864111748195	0.017137703417979
AT1G78440	140.424782497273	2.35455296268588	0.360501958622174	6.53131808682788	6.51933729393234e-11	1.06723654513703e-08
AT1G78476	78.7525398400194	1.09562513234681	0.302619100986446	3.6204758020079	0.000294061753177048	0.0067893748181205
AT1G78500	266.762366593165	2.34399693331656	0.461915648291121	5.074512937564	3.88489800740446e-07	2.50191375735738e-05
AT1G78510	10186.1234878217	2.15727635317168	0.33615772098794	6.41745293498427	1.38573179861733e-10	2.05623150047463e-08
AT1G78600	14731.6920154195	1.05363392407954	0.229354617949797	4.59390760691013	4.35022046964912e-06	0.000199968286588545
AT1G78820	3067.98597806816	1.52125906025169	0.225719022428735	6.73961389644059	1.58808066876457e-11	2.91999702095886e-09
AT1G78840	1345.92950651117	-1.19559822873355	0.175761915284074	-6.80237369285135	1.02909232141839e-11	1.9486707883336e-09
AT1G79270	20237.6012393103	2.12344994090354	0.224713066533697	9.44960599603191	3.40108485905364e-21	2.15747818034068e-18
AT1G79320	535.292020621276	1.24369864421144	0.404096354559436	3.07772794824486	0.00208585242883123	0.0314476646043754
AT1G79370	12.0941355768628	-2.47187879890332	0.701554269588548	-3.52343205088474	0.000425996311716844	0.00917591715917079
AT1G80340	161.999716925643	1.17717040481102	0.237375838926195	4.95909950286484	7.08206884678473e-07	4.19860782519429e-05
AT1G80865	11120.0404268279	-1.11942724455618	0.158438124700562	-7.0653906480642	1.60164771663088e-12	3.53393123146017e-10
AT5G01410	30477.2310621244	1.12687857176202	0.334879695432778	3.3650250735737	0.000765367035044463	0.0146238126108571
AT5G01740	177.268516758486	1.3510390916458	0.369684580141198	3.65457247670373	0.0002576108855621	0.00612616552038681
AT5G01910	550.158409134643	-1.22600189542832	0.21715557549652	-5.64573068236955	1.64481158864743e-08	1.52319157847956e-06
AT5G02270	27655.1472857902	1.6909305288003	0.123402108424199	13.7026064659095	9.79441973478319e-43	2.48523606350389e-39
AT5G02900	16.3689283735216	-2.25292146703173	0.563751637223477	-3.99630141763765	6.43398047841519e-05	0.00198410805027685
AT5G03555	2620.47443584523	1.29276656582632	0.222790457829109	5.80261191804692	6.52897859097969e-09	6.76188990887831e-07
AT5G03610	41022.4964036729	-1.14607730897461	0.267739134150535	-4.28057449506141	1.86411473794686e-05	0.000699704842613368
AT5G03620	11693.2304443799	-1.51787447899603	0.164868554280263	-9.2065735981148	3.36701109495372e-20	1.89854532274124e-17
AT5G04000	185.488891574818	1.315525794191	0.264378719597501	4.97591408337934	6.49404487149268e-07	3.94210274089127e-05
AT5G04120	1914.84036655247	1.62894146992806	0.475482626154558	3.42586959086611	0.000612834542821957	0.0122441446374522
AT5G04933	129.182040295312	-1.52857699778318	0.289380862168444	-5.28223250953416	1.2761908867044e-07	9.35897906336339e-06
AT5G04937	721.519110535034	-1.59658402330885	0.312615792997242	-5.10717647372005	3.27008320033314e-07	2.15519717208449e-05
AT5G05270	3775.62193595819	2.1906378500003	0.130371514937923	16.8030405341488	2.31848297164684e-63	1.47072967306417e-59
AT5G05280	422.472313696728	2.28058232508062	0.21634383176744	10.5414714459349	5.5621723377664e-26	5.04052003208874e-23
AT5G05720	927.865127904707	-1.10116337455928	0.28092319804591	-3.9198022171858	8.86216671516406e-05	0.00255823228931255
AT5G06730	2419.040705808	-1.06363918191015	0.291464460911731	-3.64929287976647	0.00026296316144048	0.00621847833959995
AT5G06890	553.192398377361	-1.07840108080084	0.278560671220718	-3.87133286287342	0.000108241863428168	0.00301816378310586
AT5G06900	1622.76358591618	-1.05518699939998	0.253140012179331	-4.16839278119518	3.06754996766973e-05	0.00106478813788853
AT5G06905	984.510478825086	-1.25775762157553	0.225598896928429	-5.57519402222323	2.47254135343593e-08	2.17087419730392e-06
AT5G06920	253.369218745568	-1.08343270125509	0.232119432537868	-4.6675656984399	3.0478930575049e-06	0.000147309025602151
AT5G01325	9.59303143392215	-3.39343360170072	0.89179245656038	-3.80518311938756	0.000141699318632222	0.00374139283139854
AT5G07190	11.5510617590258	3.17272078985919	1.00764200729423	3.14865871697702	0.00164021626347126	0.026357724806409
AT5G07480	26.7943017456537	-1.68673620651567	0.499506712463672	-3.37680388356811	0.000733333165204896	0.0141583193054826
AT5G08640	6558.90796510506	2.2743282500756	0.18276279087454	12.4441536441454	1.50470899236023e-35	2.54536573147656e-32
AT5G09370	24.3168071509743	-1.66287057910848	0.426281025697264	-3.90087871349314	9.58441631291898e-05	0.00272334803498327
AT5G10470	24254.7462284635	1.02491727449389	0.300320889796286	3.41274053626145	0.000643131425880359	0.0127391231852367
AT5G11250	6247.16732763778	1.0395911935514	0.169663747207567	6.12736197721465	8.93480471724742e-10	1.11133203380116e-07
AT5G11260	9896.46109469853	2.41130596244506	0.211024109938201	11.426684671961	3.07631166183029e-30	3.71706343368008e-27
AT5G12020	491.885091745295	-1.32003669075153	0.219933344474112	-6.00198525561416	1.94919405498914e-09	2.22357899993473e-07
AT5G12030	791.458256521421	-1.27175950536841	0.149428568110432	-8.51081905856544	1.72708971267443e-17	7.06825393054857e-15
AT5G13360	2085.29300909787	1.05982831652205	0.237676404421323	4.45912297900348	8.2295694955096e-06	0.000349360876824112
AT5G13600	61.8300577327096	3.23122381299654	0.863851791803323	3.74048400854878	0.000183666232084721	0.00465104488315141
AT5G13620	230.993497707266	3.67276974633836	0.626354363504665	5.86372500989371	4.52596809521577e-09	4.82529052302542e-07
AT5G13630	59827.8463726624	1.3902986174705	0.380598114914771	3.6529309079259	0.000259264009766692	0.00615970504103
AT5G13930	17125.4854478946	2.14036534581872	0.248898215392883	8.59935995298387	8.01618969151374e-18	3.44750503783847e-15
AT5G13940	763.38731260695	1.42486102946948	0.420151098836826	3.39130620725295	0.000695603369062327	0.0135771076050673
AT5G15180	2970.65439973003	1.31141256391748	0.266729387309095	4.91664070895109	8.80419225835958e-07	5.0657046340956e-05
AT5G15660	7518.98384048534	-1.25965555033207	0.209940920382388	-6.00004776599873	1.97259493201882e-09	2.23449213415382e-07
AT5G15670	26.0075851257291	-2.05849405090612	0.488443868974519	-4.21439223964035	2.50451696099396e-05	0.000897593409156226
AT5G17030	147.322995320304	2.23901817399856	0.482267309723989	4.64269115665334	3.43900215913467e-06	0.000163717149692089
AT5G17040	528.186685104769	1.77007600966738	0.294656943074002	6.00724351240838	1.8870399116111e-09	2.17038816434627e-07
AT5G17050	12684.9274014226	2.62094917523794	0.196289308860357	13.3524805322052	1.14569299161212e-40	2.64280126992417e-37
AT5G17167	93.5975804049505	1.55815876074435	0.470978079831801	3.30834666721816	0.000938485601009571	0.0170703466953526
AT5G17220	796.513689550168	2.43934649135208	0.399175989997891	6.11095494837995	9.90367233912859e-10	1.2198824365682e-07
AT5G17780	845.744967061266	1.57224670548069	0.149836642294133	10.4930721978829	9.2955798291343e-26	8.13331181325703e-23
AT5G20070	7358.32722549828	1.16207120388369	0.146564663359816	7.92872700175213	2.21403653187672e-15	7.29596921556363e-13
AT5G03115	841.842826205529	-1.56445022498693	0.371383720014292	-4.21249004917804	2.5257084490953e-05	0.000902638397004848
AT5G20240	11463.7398306849	-2.06770375125748	0.301040274086831	-6.86852866291596	6.48674413308358e-12	1.28558419657017e-09
AT5G21280	444.884616172645	1.21654864298499	0.271338966808929	4.48350141998462	7.34281138392155e-06	0.000316326818430603
AT5G22200	115.609419182194	-1.56165392251232	0.389437509390903	-4.01002441946287	6.071246863531e-05	0.00189252847561714
AT5G22670	469.104819649838	-1.12240447654216	0.174887053487625	-6.41788202247677	1.38183273075001e-10	2.05623150047463e-08
AT5G23730	2223.08984209204	2.7229954612718	0.330011673304398	8.25120952239815	1.56799364390291e-16	6.0282228364231e-14
AT5G23970	38.9883151785439	1.52364733228098	0.378237880237072	4.02827800146825	5.61868811465054e-05	0.00176228173326505
AT5G24090	479.730255407563	1.02891647849193	0.322553251875869	3.18991196804892	0.00142316137763316	0.0237418124891939
AT5G24120	21267.5798741827	4.30260448232232	0.306245707710879	14.0495176715565	7.75604734105051e-45	2.46002431539769e-41
AT5G24140	729.404225356642	1.33993459954462	0.313303908534564	4.27678864847865	1.89608659284665e-05	0.000709606212491017
AT5G24150	1273.92067978401	2.34239466750417	0.362297097688056	6.46539727326496	1.01033020322336e-10	1.55370415615695e-08
AT5G24155	190.742531652795	2.16998682422187	0.538254175730885	4.03152808108787	5.54153738369661e-05	0.00174455297238112
AT5G24850	7180.01683790392	1.98771738829923	0.230951978732392	8.60662636106891	7.52421985388776e-18	3.29171645814738e-15
AT5G25310	47.2347644485114	-1.86391063338388	0.420222702596385	-4.43553054574998	9.18458066577498e-06	0.000385205867460123
